period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.54,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,9.8,9.8
1,1.0,1.0,11687.0,11687.0,,,-7500,-7500,618.0,618.0,1884.0,1884.0,713.0,713.0,-4285.0,55715.0,,,-7317.0,-7317.0,603.0,603.0,1838.0,1838.0,696.0,696.0,-4180.0,55820.0,2.5,12.3
2,2.0,2.0,11687.0,23374.0,,,,,618.0,1237.0,1884.0,3768.0,713.0,1426.0,3215.0,58931.0,,,,,589.0,1192.0,1793.0,3631.0,679.0,1374.0,3060.0,58880.0,2.5,14.9
3,3.0,3.0,11687.0,35061.0,,,,,618.0,1855.0,1884.0,5652.0,713.0,2139.0,3215.0,62146.0,,,,,574.0,1766.0,1749.0,5381.0,662.0,2036.0,2986.0,61866.0,2.5,17.4
4,4.0,4.0,11687.0,46748.0,,,,,618.0,2474.0,1884.0,7536.0,713.0,2852.0,3215.0,65361.0,,,,,560.0,2326.0,1707.0,7088.0,646.0,2682.0,2913.0,64779.0,2.5,19.9
5,5.0,5.0,11687.0,58435.0,,,,,618.0,3092.0,1884.0,9420.0,713.0,3565.0,3215.0,68577.0,,,,,547.0,2873.0,1665.0,8753.0,630.0,3312.0,2842.0,67621.0,2.5,22.5
6,6.0,6.0,11687.0,70122.0,,,,,618.0,3711.0,1884.0,11304.0,713.0,4277.0,3215.0,71792.0,,,,,533.0,3406.0,1625.0,10377.0,615.0,3927.0,2773.0,70393.0,2.5,25.0
7,7.0,7.0,11687.0,81809.0,,,,,618.0,4329.0,1884.0,13188.0,713.0,4990.0,3215.0,75007.0,,,,,520.0,3927.0,1585.0,11962.0,600.0,4527.0,2705.0,73098.0,2.5,27.5
8,8.0,8.0,11687.0,93496.0,,,,,618.0,4947.0,1884.0,15072.0,713.0,5703.0,3215.0,78223.0,,,,,508.0,4434.0,1546.0,13509.0,585.0,5112.0,2639.0,75737.0,2.5,30.0
9,9.0,9.0,11687.0,105183.0,,,,,618.0,5566.0,1884.0,16956.0,713.0,6416.0,3215.0,81438.0,,,,,495.0,4929.0,1509.0,15017.0,571.0,5682.0,2575.0,78312.0,2.5,32.6
10,10.0,10.0,11687.0,116870.0,,,,,618.0,6184.0,1884.0,18840.0,713.0,7129.0,3215.0,84653.0,,,,,483.0,5412.0,1472.0,16489.0,557.0,6239.0,2512.0,80824.0,2.5,35.1
11,11.0,11.0,11687.0,128557.0,,,,,618.0,6803.0,1884.0,20724.0,713.0,7842.0,3215.0,87869.0,,,,,471.0,5884.0,1436.0,17925.0,543.0,6783.0,2451.0,83274.0,2.5,37.6
12,12.0,12.0,11687.0,140244.0,,,,,618.0,7421.0,1884.0,22608.0,713.0,8555.0,3215.0,91084.0,,,,,460.0,6344.0,1401.0,19326.0,530.0,7313.0,2391.0,85665.0,2.5,40.1
13,13.0,13.0,11687.0,151931.0,,,,,618.0,8039.0,1884.0,24492.0,713.0,9268.0,3215.0,94299.0,,,,,449.0,6792.0,1367.0,20692.0,517.0,7830.0,2332.0,87997.0,2.5,42.7
14,14.0,14.0,11687.0,163618.0,,,,,618.0,8658.0,1884.0,26376.0,713.0,9981.0,3215.0,97515.0,,,,,438.0,7230.0,1333.0,22026.0,505.0,8335.0,2276.0,90273.0,2.5,45.2
15,15.0,15.0,11687.0,175305.0,,,,,618.0,9276.0,1884.0,28260.0,713.0,10694.0,3215.0,100730.0,,,,,427.0,7657.0,1301.0,23327.0,492.0,8827.0,2220.0,92493.0,2.5,47.7
15.4,15.4,15.4,4674.800000000004,179979.80000000002,,,,,247.0,9524.0,754.0,29014.0,285.0,10979.0,1286.0,102016.0,,,,,169.0,7826.0,515.0,23842.0,195.0,9022.0,879.0,93372.0,1.0,48.7
post-use,15.4,16.94,0.0,179979.80000000002,0,60000,0,-7500,0.0,9524.0,0.0,29014.0,0.0,10979.0,0.0,102016.0,0,60000,0.0,-7317.0,0.0,7826.0,0.0,23842.0,0.0,9022.0,0.0,93372.0,0.0,48.7
