period [yr],time [yr],time (for plotting) [yr],mileage [mi],total mileage [mi],purchase costs [$],total purchase costs [$],incentives costs [$],total incentives costs [$],operations costs [$],total operations costs [$],insurance costs [$],total insurance costs [$],maintenance costs [$],total maintenance costs [$],costs [$],total costs [$],present value purchase costs [$],total present value purchase costs [$],present value incentives costs [$],total present value incentives costs [$],present value operations costs [$],total present value operations costs [$],present value insurance costs [$],total present value insurance costs [$],present value maintenance costs [$],total present value maintenance costs [$],present value costs [$],total present value costs [$],emissions [tCO$_2$-eq.],total emissions [tCO$_2$-eq.]
pre-purchase,0.0,-1.314,0.0,0.0,0,0,0,0,,,,,,,0.0,0.0,0,0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,60000,60000,,,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,9.8,9.8
1,1.0,1.0,11576.0,11576.0,,,-7500,-7500,515.0,515.0,1884.0,1884.0,706.0,706.0,-4395.0,55605.0,,,-7317.0,-7317.0,503.0,503.0,1838.0,1838.0,689.0,689.0,-4287.0,55713.0,1.6,11.4
2,2.0,2.0,11576.0,23152.0,,,,,515.0,1031.0,1884.0,3768.0,706.0,1412.0,3105.0,58711.0,,,,,490.0,993.0,1793.0,3631.0,672.0,1361.0,2956.0,58668.0,1.6,13.1
3,3.0,3.0,11576.0,34728.0,,,,,515.0,1546.0,1884.0,5652.0,706.0,2118.0,3105.0,61816.0,,,,,479.0,1472.0,1749.0,5381.0,656.0,2017.0,2884.0,61552.0,1.6,14.7
4,4.0,4.0,11576.0,46304.0,,,,,515.0,2061.0,1884.0,7536.0,706.0,2825.0,3105.0,64922.0,,,,,467.0,1939.0,1707.0,7088.0,640.0,2656.0,2813.0,64366.0,1.6,16.3
5,5.0,5.0,11576.0,57880.0,,,,,515.0,2577.0,1884.0,9420.0,706.0,3531.0,3105.0,68027.0,,,,,455.0,2394.0,1665.0,8753.0,624.0,3281.0,2745.0,67110.0,1.6,17.9
6,6.0,6.0,11576.0,69456.0,,,,,515.0,3092.0,1884.0,11304.0,706.0,4237.0,3105.0,71133.0,,,,,444.0,2838.0,1625.0,10377.0,609.0,3889.0,2678.0,69788.0,1.6,19.5
7,7.0,7.0,11576.0,81032.0,,,,,515.0,3607.0,1884.0,13188.0,706.0,4943.0,3105.0,74238.0,,,,,434.0,3272.0,1585.0,11962.0,594.0,4484.0,2613.0,72401.0,1.6,21.1
8,8.0,8.0,11576.0,92608.0,,,,,515.0,4123.0,1884.0,15072.0,706.0,5649.0,3105.0,77344.0,,,,,423.0,3695.0,1546.0,13509.0,580.0,5063.0,2549.0,74950.0,1.6,22.8
9,9.0,9.0,11576.0,104184.0,,,,,515.0,4638.0,1884.0,16956.0,706.0,6355.0,3105.0,80449.0,,,,,413.0,4108.0,1509.0,15017.0,565.0,5629.0,2487.0,77436.0,1.6,24.4
10,10.0,10.0,11576.0,115760.0,,,,,515.0,5153.0,1884.0,18840.0,706.0,7061.0,3105.0,83555.0,,,,,403.0,4510.0,1472.0,16489.0,552.0,6180.0,2426.0,79862.0,1.6,26.0
11,11.0,11.0,11576.0,127336.0,,,,,515.0,5669.0,1884.0,20724.0,706.0,7767.0,3105.0,86660.0,,,,,393.0,4903.0,1436.0,17925.0,538.0,6718.0,2367.0,82229.0,1.6,27.6
12,12.0,12.0,11576.0,138912.0,,,,,515.0,6184.0,1884.0,22608.0,706.0,8474.0,3105.0,89766.0,,,,,383.0,5286.0,1401.0,19326.0,525.0,7243.0,2309.0,84538.0,1.6,29.2
13,13.0,13.0,11576.0,150488.0,,,,,515.0,6699.0,1884.0,24492.0,706.0,9180.0,3105.0,92871.0,,,,,374.0,5660.0,1367.0,20692.0,512.0,7756.0,2253.0,86791.0,1.6,30.8
13.14,13.14,13.14,1620.6400000000067,152108.64,,,,,72.0,6771.0,264.0,24756.0,99.0,9279.0,435.0,93306.0,,,,,52.0,5712.0,191.0,20883.0,71.0,7827.0,314.0,87105.0,0.2,31.1
post-use,13.14,14.454000000000002,0.0,152108.64,0,60000,0,-7500,0.0,6771.0,0.0,24756.0,0.0,9279.0,0.0,93306.0,0,60000,0.0,-7317.0,0.0,5712.0,0.0,20883.0,0.0,7827.0,0.0,87105.0,0.0,31.1
